ORIGIN_AIRPORT_ID,DISPLAY_AIRPORT_NAME,LATITUDE,LONGITUDE
10865,Cabinda Airport,-5.59694444,12.18833333
10865,Cabinda Airport,-5.59722222,12.18805556
10865,Cabinda Airport,-5.59694444,12.18833333
10865,Cabinda Airport,-5.59722222,12.18805556
10865,Cabinda Airport,-5.59722222,12.18833333
10866,Cascavel Airport,-25.00027778,-53.50083333
10866,Cascavel Airport,-25.00027778,-53.50083333
10866,Coronel Adalberto Mendes Da Silva,-25.00027778,-53.50083333
10866,Cascavel Airport,-25.00027778,-53.50083333
10866,Coronel Adalberto Mendes Da Silva,-25.00027778,-53.50083333
10866,Coronel Adalberto Mendes Da Silva,-25.00027778,-53.50138889
10867,Wexford County,44.27583333,-85.41916667
10867,Wexford County,44.27527778,-85.41888889
10868,Columbia Metropolitan,33.93638889,-81.11583333
10868,Columbia Metropolitan,33.94055556,-81.11916667
10868,Columbia Metropolitan,33.93888889,-81.11944444
10869,Carauari Airport,-4.9,-66.91666667
10869,Carauari Airport,-4.87138889,-66.8975
10870,Cagliari/Elmas,39.24722222,9.06111111
10870,Elmas,39.25138889,9.05416667
10871,Quan Long,9.17555556,105.1794444
10871,Ca Mau Airport,9.17555556,105.1794444
10871,Ca Mau Airport,9.1775,105.1777778
10872,Cairo International,30.1375,31.40694444
10872,Cairo International,30.11527778,31.41388889
10872,Cairo International,30.11666667,31.41388889
10872,Cairo International,30.11527778,31.41388889
10872,Cairo International,30.11666667,31.41388889
10873,Canaima Airport,6.25,-62.83333333
10873,Canaima Airport,6.23194444,-62.85472222
10874,Akron-Canton Regional,40.91388889,-81.44166667
10874,Akron-Canton Regional,40.915,-81.44361111
10875,Machrihanish,55.43638889,-5.68666667
10875,Campbeltown Airport,55.43722222,-5.68638889
10875,Campbeltown Airport,55.4375,-5.68805556
10875,Campbeltown Airport,55.43611111,-5.67833333
10875,Campbeltown Airport,55.43722222,-5.68638889
10875,Campbeltown Airport,55.43611111,-5.67833333
10876,Choreti,-20.01111111,-63.56111111
10877,Baiyun International,23.18333333,113.2666667
10877,Baiyun International,23.3925,113.2988889
10877,Baiyun International,23.39083333,113.305
10877,Baiyun International,23.3925,113.2988889
10877,Baiyun International,23.39083333,113.305
10878,Cap-Haitien International,19.73277778,-72.195
10878,Cap-Haitien International,19.73277778,-72.19472222
10878,Cap-Haitien International,19.72722222,-72.19944444
10878,Cap-Haitien International,19.73277778,-72.19472222
10878,Cap-Haitien International,19.72722222,-72.19944444
10879,Caribou Municipal,46.87083333,-68.02083333
10879,Caribou Municipal,46.87138889,-68.01805556
10879,Caribou Municipal,46.87166667,-68.01805556
10879,Caribou Municipal,46.87138889,-68.01805556
10879,Caribou Municipal,46.87166667,-68.01805556
10880,Anfa,33.55694444,-7.66055556
10880,Anfa,33.5575,-7.66111111
10881,New Bight Airport,24.31527778,-75.45222222
10881,New Bight Airport,24.31527778,-75.4525
10881,New Bight Airport,24.31527778,-75.45222222
10881,New Bight Airport,24.31527778,-75.4525
10882,Bartolomeu Lisandro,-21.69916667,-41.3025
10882,Bartolomeu Lisandro,-21.69833333,-41.30166667
10882,Bartolomeu Lisandro International,-21.69833333,-41.30166667
10882,Bartolomeu Lisandro,-21.69833333,-41.30166667
10883,Carlisle Airport,54.93666667,-2.80944444
10883,Carlisle Airport,54.9375,-2.80916667
10884,Rochambeau,4.82,-52.36333333
10884,Rochambeau,4.82,-52.36111111
10884,Cayenne Felix Eboue,4.82,-52.36111111
10884,Rochambeau,4.82,-52.36111111
10884,Cayenne Felix Eboue,4.82,-52.36111111
10885,Cobar Airport,-31.535,145.7933333
10885,Cobar Airport,-31.53833333,145.7938889
10886,Corner Bay Airport,57.73777778,-135.1255556
10887,Jorge Wilstermann,-17.42833333,-66.17166667
10887,Jorge Wilstermann,-17.42111111,-66.17722222
10887,Jorge Wilstermann,-17.42111111,-66.17694444
10887,Jorge Wilstermann International,-17.42111111,-66.17694444
10887,Jorge Wilstermann International,-17.41833333,-66.17722222
10887,Jorge Wilstermann International,-17.42027778,-66.17722222
10887,Jorge Wilstermann,-17.42111111,-66.17722222
10887,Jorge Wilstermann International,-17.42027778,-66.17722222
10888,Cumberland Municipal,39.61444444,-78.76611111
10888,Greater Cumberland Regional,39.61555556,-78.76083333
10888,Greater Cumberland Regional,39.61527778,-78.76138889
10889,Council Bluffs Municipal,41.25888889,-95.75972222
10889,Council Bluffs Municipal,41.26,-95.75861111
10890,Cambridge Airport,52.20555556,0.17638889
10890,Cambridge Airport,52.205,0.175
10891,Bechar/Leger,31.64777778,-2.25972222
10892,Murray,39.40388889,-101.0466667
10893,Ciudad Bolivar Airport,8.12805556,-63.5375
10893,Ciudad Bolivar Airport,8.12222222,-63.53694444
10894,Columbus AFB,33.64361111,-88.44388889
10894,Columbus AFB,33.64527778,-88.44583333
10895,Cotabato Airport,7.2,124.1666667
10895,Cotabato Airport,7.16472222,124.2102778
10896,Calabar Airport,4.96361111,8.34277778
10896,Calabar Airport,4.97611111,8.34722222
10896,Margaret Ekpo International,4.97611111,8.34722222
10896,Calabar Airport,4.97611111,8.34722222
10896,Margaret Ekpo International,4.97611111,8.34722222
10897,Canberra Airport,-35.30888889,149.195
10897,Canberra Airport,-35.30694444,149.195
10898,Coban Airport,15.47166667,-90.40916667
10898,Coban Airport,15.46888889,-90.40666667
10898,Coban Airport,15.46916667,-90.40666667
10898,Coban Airport,15.46888889,-90.40666667
10898,Coban Airport,15.46916667,-90.40666667
10899,Canobie Airport,-19.47861111,140.9261111
10900,Cayo Coco Airport,22.5,-78.5
10900,Jardines del Rey,22.46111111,-78.32861111
10900,Jardines del Rey,22.46083333,-78.32861111
10900,Jardines del Rey International,22.46083333,-78.32861111
10900,Jardines del Rey,22.46111111,-78.32861111
10900,Jardines del Rey International,22.46083333,-78.32861111
10902,Salvaza,43.21583333,2.30694444
10902,Salvaza,43.21611111,2.30583333
10902,Carcassonne Salvaza,43.21611111,2.30583333
10902,Salvaza,43.21611111,2.30583333
10902,Carcassonne Salvaza,43.21611111,2.30583333
10903,Chile Chico Airport,-46.56416667,-71.68833333
10903,Chile Chico Airport,-46.58305556,-71.68666667
10904,Concordia Airport,-27.18138889,-52.05055556
10904,Concordia Airport,-27.18055556,-52.05277778
10904,Olavo Cecco Rigon,-27.18055556,-52.05277778
10904,Concordia Airport,-27.18055556,-52.05277778
10904,Olavo Cecco Rigon,-27.18055556,-52.05277778
10904,Olavo Cecco Rigon,-27.18055556,-52.05166667
10905,Calicut Airport,11.13694444,75.95111111
10905,Calicut Airport,11.13611111,75.95555556
10905,Calicut Airport,11.13777778,75.95055556
10905,Calicut Airport,11.13611111,75.95555556
10905,Calicut Airport,11.13777778,75.95055556
10905,Calicut International,11.13777778,75.95055556
10906,Cocos Island International,-12.18861111,96.83055556
10906,Cocos Keeling Island,-12.18833333,96.83388889
10906,Cocos Keeling Island,-12.18861111,96.83055556
10906,Cocos Keeling Island,-12.18833333,96.83388889
10906,Cocos Keeling Island,-12.18861111,96.83055556
10907,Criciuma,-28.72388889,-49.42083333
10908,Chakhcharan Airport,34.52666667,65.27166667
10908,Chakhcharan Airport,34.52638889,65.27083333
10908,Chakhcharan Airport,34.52638889,65.27111111
10908,Chakhcharan Airport,34.52666667,65.27166667
10908,Chakhcharan Airport,34.52666667,65.27138889
10908,Chakhcharan Airport,34.52638889,65.27083333
10908,Chakhcharan Airport,34.52666667,65.27138889
10909,Carriel Sur International,-36.77361111,-73.06
10909,Carriel Sur International,-36.77277778,-73.06305556
10909,Carriel Sur International,-36.77138889,-73.06222222
10909,Carriel Sur International,-36.77277778,-73.06305556
10909,Carriel Sur International,-36.77138889,-73.06222222
10910,Buchanan Field,37.98888889,-122.0555556
10910,Buchanan Field,37.98972222,-122.0558333
10910,Buchanan Field,37.98972222,-122.0569444
10911,Simon Bolivar International,10.60527778,-66.98805556
10911,Simon Bolivar International,10.60305556,-66.99055556
10911,Simon Bolivar International,10.60305556,-66.99138889
10911,Simon Bolivar International,10.60305556,-66.99027778
10911,Simon Bolivar International,10.60305556,-66.99055556
10911,Simon Bolivar International,10.60305556,-66.99027778
10912,Dum Dum,22.6525,88.44916667
10912,Netaji Subhash Chandra Bose International,22.6525,88.44916667
10912,Netaji Subhash Chandra Bose International,22.6525,88.44916667
10912,Netaji Subhash Chandra Bose International,22.65583333,88.44694444
10912,Netaji Subhash Chandra Bose International,22.65444444,88.44666667
10912,Netaji Subhash Chandra Bose International,22.65472222,88.44666667
10912,Netaji Subhash Chandra Bose International,22.65583333,88.44694444
10912,Netaji Subhash Chandra Bose International,22.65472222,88.44666667
10914,Caceres Airport,-16.05,-57.65
10914,Caceres Airport,-16.04361111,-57.63
10915,Charles City Municipal,43.0725,-92.61083333
10915,Northeast Iowa Regional,43.0725,-92.61083333
10915,Northeast Iowa Regional,43.07361111,-92.61083333
10915,Northeast Iowa Regional,43.0725,-92.61083333
10916,Chub Cay Airport,25.4175,-77.88138889
10916,Chub Cay Airport,25.4175,-77.88138889
10916,Chub Cay Airport,25.41722222,-77.88083333
10917,Cold Bay Airport,55.19972222,-162.7197222
10917,Cold Bay Airport,55.20527778,-162.7244444
10917,Cold Bay Airport,55.20583333,-162.7263889
10917,Cold Bay Airport,55.20527778,-162.7244444
10917,Cold Bay Airport,55.20583333,-162.7263889
10917,Cold Bay Airport,55.20583333,-162.7261111
10918,Cedar City Regional,37.7025,-113.0961111
10918,Cedar City Regional,37.70083333,-113.0988889
10919,Cortina d'Ampezzo Airport,46.575,12.11666667
10919,Cortina d'Ampezzo Airport,46.57666667,12.11416667
10919,Cortina d'Ampezzo Airport,46.57777778,12.11361111
10919,Cortina d'Ampezzo Airport,46.57666667,12.11416667
10919,Cortina d'Ampezzo Airport,46.57777778,12.11361111
10920,Charles de Gaulle,49.00972222,2.54861111
10920,Charles de Gaulle,49.01277778,2.55
10920,Paris Charles de Gaulle,49.01277778,2.55
10920,Charles de Gaulle,49.01277778,2.55
10920,Paris Charles de Gaulle,49.01277778,2.55
10921,Harrell Field,33.6175,-92.76333333
10921,Harrell Field,33.62277778,-92.76333333
10922,Conceicao Do Araguaia Airport,-8.23333333,-49.28333333
10922,Conceicao Do Araguaia Airport,-8.34777778,-49.30055556
10922,Conceicao Do Araguaia Airport,-8.34833333,-49.30138889
10923,Candle 2,65.90805556,-161.9383333
10923,Candle 2,65.90777778,-161.9263889
10924,Woodward Field,34.26666667,-80.6
10924,Woodward Field,34.28361111,-80.56472222
10925,Chadron Municipal,42.835,-103.0977778
10925,Chadron Municipal,42.8375,-103.0952778
10926,Cordova Mile 13,60.49305556,-145.47
10926,Mile 13 Field,60.49305556,-145.47
10926,Merle K Mudhole Smith,60.49166667,-145.4775
10927,Caldwell Wright,40.87555556,-74.28138889
10927,Essex County,40.87527778,-74.28138889
10928,Cessna Aircraft Field,37.64861111,-97.25027778
10928,Cessna Aircraft Field,37.64861111,-97.25055556
10929,Mactan-Cebu International,10.3075,123.9794444
10930,Jack McNamara Field,41.78,-124.2358333
10930,Jack McNamara Field,41.78027778,-124.2366667
10931,Ceduna Airport,-32.13166667,133.7058333
10931,Ceduna Airport,-32.13055556,133.7097222
10933,Westover AFB,42.19777778,-72.53055556
10933,Westover ARB Metropolitan,42.19388889,-72.53472222
10934,Hawarden,53.18,-2.97361111
10934,Hawarden,53.17805556,-2.97777778
10935,Chiang Rai Airport,19.88638889,99.83055556
10935,Chiang Rai Airport,19.88555556,99.82555556
10936,Balandino,55.30333333,61.50666667
10936,Balandino,55.30583333,61.50361111
10936,Chelyabinsk Airport,55.30583333,61.50361111
10936,Balandino,55.30583333,61.50361111
10937,Cape Eleuthera Half,24.78333333,-76.3
10937,Cape Eleuthera Airport,24.78638889,-76.30305556
10937,Cape Eleuthera Airport,24.78638889,-76.29916667
10937,Cape Eleuthera Airport,24.78666667,-76.29861111
10938,Central Airport,65.57472222,-144.7819444
10938,Central Airport,65.57388889,-144.7808333
10939,Ciudad Obregon International,27.3925,-109.8319444
10939,Ciudad Obregon International,27.39277778,-109.8330556
10940,Waco Kungo Airport,-11.425,15.10527778
10940,Waco Kungo Airport,-11.4275,15.09861111
10940,Waco Kungo Airport,-11.42638889,15.10138889
10940,Waco Kungo Airport,-11.4275,15.09861111
10940,Waco Kungo Airport,-11.42638889,15.10138889
10941,Concepcion Airport,-16.23333333,-62.08333333
10941,Concepcion Airport,-16.14388889,-62.02583333
10941,Concepcion Airport,-16.14333333,-62.02611111
10941,Concepcion Airport,-16.14388889,-62.02583333
10941,Concepcion Airport,-16.14333333,-62.02611111
10942,Mandelieu,43.54722222,6.95472222
10942,Mandelieu,43.54638889,6.95416667
10942,Cannes Mandelieu,43.54638889,6.95416667
10942,Mandelieu,43.54638889,6.95416667
10942,Cannes Mandelieu,43.54638889,6.95416667
10942,Cannes Mandelieu,43.54666667,6.95388889
10943,Maupertus,49.65111111,-1.46527778
10943,Maupertus,49.65,-1.47027778
10943,Maupertus,49.65083333,-1.47527778
10943,Cherbourg Maupertus,49.65083333,-1.47527778
10943,Maupertus,49.65,-1.47027778
10943,Cherbourg Maupertus,49.65083333,-1.47527778
10943,Cherbourg Maupertus,49.65027778,-1.47027778
10944,Le Pontreau,47.08333333,-0.875
10944,Le Pontreau,47.08222222,-0.87694444
10944,Cholet Le Pontreau,47.08222222,-0.87694444
10944,Le Pontreau,47.08222222,-0.87694444
10944,Cholet Le Pontreau,47.08222222,-0.87694444
10945,Clemson-Oconee County,34.67444444,-82.89027778
10945,Oconee County Regional,34.67194444,-82.88694444
10945,Oconee County Regional,34.67222222,-82.88583333
10945,Oconee County Regional,34.67194444,-82.88694444
10945,Oconee County Regional,34.67222222,-82.88583333
10946,Mettel Field,39.69861111,-85.13166667
10946,Mettel Field,39.69861111,-85.13166667
10946,Mettel Field,39.69805556,-85.13111111
10947,Bob Sikes,30.77972222,-86.5225
10947,Bob Sikes,30.77888889,-86.52222222
10948,Chena Hot Springs Airport,65.05277778,-146.045
10948,Chena Hot Springs Airport,65.05194444,-146.0475
10949,Kyle-Oakley Field,36.66555556,-88.37111111
10949,Kyle-Oakley Field,36.66444444,-88.37277778
10950,Cortez Montezuma County,37.30277778,-108.6272222
10950,Cortez Municipal,37.30305556,-108.6280556
10951,Coffee Point Airport,58.21666667,-157.5
10952,Cabo Frio International,-22.92166667,-42.07416667
10952,Cabo Frio Airport,-22.92194444,-42.07111111
10952,Cabo Frio Airport,-22.92138889,-42.07166667
10952,Cabo Frio Airport,-22.92194444,-42.07111111
10952,Cabo Frio Airport,-22.92138889,-42.07166667
10953,Aulnat,45.78583333,3.1675
10953,Auvergne,45.78583333,3.1675
10953,Auvergne,45.78666667,3.17
10953,Clermont Ferrand Auvergne,45.78666667,3.17
10953,Auvergne,45.78666667,3.17
10953,Clermont Ferrand Auvergne,45.78666667,3.17
10954,Jaime Gonzalez,22.15,-80.41416667
10954,Jaime Gonzalez,22.14972222,-80.41444444
10954,Jaime Gonzalez International,22.14972222,-80.41444444
10954,Jaime Gonzalez,22.15,-80.41416667
10954,Jaime Gonzalez International,22.14972222,-80.41444444
10955,Silver City Airport,61.02888889,-138.4075
10956,Carpiquet,49.17333333,-0.44805556
10956,Carpiquet,49.17333333,-0.45
10956,Caen Carpiquet,49.17333333,-0.45
10956,Carpiquet,49.17333333,-0.45
10956,Caen Carpiquet,49.17333333,-0.45
10957,Coffs Harbour Airport,-30.32166667,153.1208333
10957,Coffs Harbour Airport,-30.32055556,153.1163889
10958,Greenlee County,32.95722222,-109.205
10958,Greenlee County,32.95694444,-109.2111111
10959,Kerkira,39.60138889,19.91027778
10959,Ioannis Kapodistrias International,39.60194444,19.91166667
10959,Ioannis Kapodistrias International,39.60194444,19.91222222
10959,Ioannis Kapodistrias International,39.60194444,19.91166667
10959,Ioannis Kapodistrias International,39.60194444,19.91222222
10960,Coffeyville Municipal,37.09388889,-95.57166667
10960,Coffeyville Municipal,37.09416667,-95.57194444
10960,Coffeyville Municipal,37.09527778,-95.57444444
10960,Coffeyville Municipal,37.09388889,-95.57194444
10960,Coffeyville Municipal,37.09416667,-95.57194444
10960,Coffeyville Municipal,37.09388889,-95.57194444
10961,Craig Seaplane Base,55.47916667,-133.1461111
10962,Marechal Rondon International,-15.65,-56.11666667
10962,Marechal Rondon International,-15.65305556,-56.11666667
10962,Marechal Rondon International,-15.65277778,-56.11666667
10962,Marechal Rondon International,-15.65305556,-56.11666667
10963,Cape Gloucester Airport,-5.45916667,148.4325
10963,Cape Gloucester Airport,-5.45277778,148.4236111
10964,Cambridge-Dorchester,38.53944444,-76.02777778
10964,Cambridge-Dorchester,38.53944444,-76.03027778
10964,Cambridge Dorchester Regional,38.53944444,-76.03027778
10964,Cambridge Dorchester,38.53944444,-76.03027778
10964,Cambridge Dorchester Regional,38.53944444,-76.03027778
10965,Cuyahoga County,41.56527778,-81.48666667
10965,Cuyahoga County,41.565,-81.48638889
10965,Cuyahoga County,41.56444444,-81.48722222
10966,Congonhas,-23.625,-46.66
10966,Congonhas,-23.62666667,-46.65527778
10967,Cape Girardeau Regional,37.22361111,-89.57166667
10967,Cape Girardeau Regional,37.22527778,-89.57083333
10968,Soekarno-Hatta International,-6.12583333,106.6577778
10968,Soekarno-Hatta International,-6.12583333,106.6563889
10969,Camiguin Airport,9.25444444,124.7080556
10969,Camiguin Airport,9.25388889,124.7083333
10969,Camiguin Airport,9.25388889,124.7086111
10969,Camiguin Airport,9.25388889,124.7083333
10969,Camiguin Airport,9.25388889,124.7086111
10970,Wahn,50.86583333,7.14194444
10970,Cologne Bonn,50.86583333,7.14194444
10970,Cologne Bonn,50.86583333,7.14194444
10970,Koln Bonn,50.86583333,7.14277778
10970,Koeln Bonn,50.86583333,7.14277778
10970,Koln Bonn,50.86583333,7.14277778
10970,Koeln Bonn,50.86583333,7.14277778
10970,Koeln Bonn,50.86583333,7.13888889
10971,Zhengzhou Airport,34.75,113.6666667
10971,Xinzheng,34.51944444,113.8411111
10971,Xinzheng,34.51833333,113.84
10971,Xinzheng,34.51944444,113.8411111
10971,Xinzheng,34.51833333,113.84
10972,Chittagong Airport,22.2575,91.82555556
10973,Dafangshen,43.90666667,125.1975
10974,Campo Grande Air Base,-20.46333333,-54.6725
10974,Campo Grande Airport,-20.46861111,-54.6725
10974,Campo Grande International,-20.46861111,-54.6725
10974,Campo Grande International,-20.47,-54.67388889
10974,Campo Grande Airport,-20.46861111,-54.6725
10974,Campo Grande International,-20.47,-54.67388889
10975,College Park Airport,38.98055556,-76.92277778
10975,College Park Airport,38.98055556,-76.92222222
10976,Ciudad Guayana Metropolitan Area,8.28861111,-62.76027778
10977,Meigs Field,41.85888889,-87.60833333
10978,Cagayan de Oro,8.41611111,124.6105556
10978,Cagayan de Oro,8.41555556,124.6111111
10979,Casa Grande Municipal,32.95472222,-111.7661111
10979,Casa Grande Municipal,32.955,-111.7669444
10980,Lovell Field,35.03638889,-85.20361111
10980,Lovell Field,35.03527778,-85.20361111
10981,Christchurch International,-43.48833333,172.5333333
10981,Christchurch International,-43.48888889,172.5322222
10982,Chandler Municipal,33.26888889,-111.8111111
10982,Chandler Municipal,33.26916667,-111.8111111
10983,Caherciveen Reenroe,51.95,-10.21666667
10984,R 813,35.1375,128.6977778
10984,Jinhae,35.14055556,128.6969444
10984,Jinhae,35.14055556,128.6961111
10984,Jinhae,35.14055556,128.6969444
10984,Jinhae,35.14055556,128.6961111
10985,Chaoyang Airport,41.6,120.4
10985,Chaoyang Airport,41.53833333,120.4344444
10985,Chaoyang Airport,41.53861111,120.4341667
10985,Chaoyang Airport,41.53833333,120.4344444
10985,Chaoyang Airport,41.53861111,120.4341667
10986,Chicago Metropolitan Area,41.87388889,-87.75555556
10987,Challis Airport,44.51916667,-114.22
10987,Challis Airport,44.52305556,-114.2166667
10987,Challis Airport,44.52361111,-114.2180556
10988,Chimbote Airport,-9.08333333,-78.6
10988,Teniente Jaime A. de Montreuil Morales,-9.14972222,-78.52388889
10988,Teniente Jaime A. de Montreuil Morales,-9.14972222,-78.52361111
10988,Teniente Jaime A. de Montreuil Morales,-9.14972222,-78.52388889
10988,Teniente Jaime A. de Montreuil Morales,-9.14972222,-78.52361111
10990,Charlottesville Albemarle,38.14138889,-78.45305556
10990,Charlottesville Albemarle,38.13861111,-78.45277778
10990,Charlottesville Albemarle,38.13972222,-78.45222222
10990,Charlottesville Albemarle,38.13861111,-78.45277778
10990,Charlottesville Albemarle,38.13972222,-78.45222222
10991,Circle Hot Springs Airport,65.48555556,-144.6108333
10991,Circle Hot Springs Airport,65.48583333,-144.6116667
10991,Circle Hot Springs Airport,65.48555556,-144.6108333
10991,Circle Hot Springs Airport,65.48583333,-144.6116667
10992,Souda,35.5325,24.14833333
10992,Souda,35.53166667,24.14972222
10992,Souda,35.53138889,24.15111111
10993,Chateauroux Airport,46.81666667,1.7
10994,Charleston International,32.89916667,-80.03888889
10994,Charleston AFB/International,32.89861111,-80.04055556
10995,Chatham Islands Airport,-43.81194444,-176.4655556
10996,Chuathbaluk Airport,61.57194444,-159.245
10996,Chuathbaluk Airport,61.57916667,-159.2155556
10997,Jiuquan Airport,39.85,98.41666667
10997,Jiuquan Airport,39.85972222,98.33833333
10997,Jiayuguan,39.85972222,98.33833333
10997,Jiuquan Airport,39.85972222,98.33833333
10997,Jiayuguan,39.85972222,98.33833333
10998,Changuinola 1,9.42611111,-82.56277778
10999,Chiloquin State,42.57638889,-121.8769444
10999,Chiloquin State,42.58305556,-121.8761111
10999,Chiloquin State,42.57944444,-121.8788889
10999,Chiloquin State,42.58305556,-121.8761111
10999,Chiloquin State,42.57944444,-121.8788889
11000,Ciampino,41.79944444,12.59333333
11000,Ciampino,41.79944444,12.595
11000,Ciampino,41.79916667,12.595
11001,Catalina,33.405,-118.4158333
11002,Chico Municipal,39.79583333,-121.8566667
11002,Chico Municipal,39.79527778,-121.8583333
11003,Cedar Rapids Municipal,41.88444444,-91.70611111
11003,The Eastern Iowa,41.88444444,-91.70611111
11003,The Eastern Iowa,41.88472222,-91.71083333
11004,Craig-Moffat,40.49555556,-107.525
11004,Craig-Moffat,40.49527778,-107.5216667
11005,Changzhi Airport,36.18333333,113.1
11006,Cobija Airport,-11.02638889,-68.75277778
11006,Cobija Airport,-11.04083333,-68.78305556
11006,Cap Av Civ Anibal Arab Fadul International,-11.04083333,-68.78305556
11006,Cap Av Civ Anibal Arab Fadul,-11.04083333,-68.78305556
11006,Cap Av Civ Anibal Arab Fadul International,-11.04083333,-68.78305556
11006,Cap Av Civ Anibal Arab Fadul International,-11.04055556,-68.78305556
11007,Chalkyitsik Airport,66.64805556,-143.7291667
11007,Chalkyitsik Airport,66.645,-143.74
11008,Council Airport,64.90805556,-163.7330556
11008,Council Airport,64.89777778,-163.7033333
11008,Council Airport,64.89666667,-163.7036111
11008,Council Airport,64.89777778,-163.7033333
11008,Council Airport,64.89666667,-163.7036111
11009,Arthur N Neu,42.04722222,-94.79055556
11009,Arthur N Neu,42.04611111,-94.78888889
11009,Arthur N Neu,42.04666667,-94.78861111
11009,Arthur N Neu,42.04611111,-94.78888889
11009,Arthur N Neu,42.04666667,-94.78861111
11010,Chipata Airport,-13.55694444,32.58722222
11010,Chipata Airport,-13.55805556,32.58694444
11010,Chipata Airport,-13.55777778,32.58694444
11011,Cairo Regional,37.06111111,-89.21805556
11011,Cairo Regional,37.06444444,-89.21972222
11011,Cairo Regional,37.06416667,-89.21944444
11011,Cairo Regional,37.06444444,-89.21972222
11011,Cairo Regional,37.06416667,-89.21944444
11013,Kincheloe AFB,46.24222222,-84.46611111
11013,Chippewa County International,46.24194444,-84.46611111
11013,Chippewa County International,46.25083333,-84.4725
11014,Chomley Airport,55.24777778,-132.3236111
11015,Canouan Airport,12.69916667,-61.3425
11015,Canouan Airport,12.70083333,-61.345
11016,Capt. Jose A. Quinones Gonzales International,-6.78972222,-79.83222222
11016,Capt. Jose A. Quinones Gonzales International,-6.7875,-79.82805556
11017,Comiso Airport,36.99166667,14.60694444
11017,Comiso Airport,36.99527778,14.60777778
11018,Cajamarca Airport,-7.13333333,-78.5
11018,Gen FAP Armando Revoredo Iglesias,-7.13916667,-78.48944444
11019,Coimbatore Airport,11.02833333,77.04333333
11019,Coimbatore Airport,11.03166667,77.04472222
11019,Coimbatore International,11.03166667,77.04472222
11019,Coimbatore Airport,11.03166667,77.04472222
11019,Coimbatore International,11.03166667,77.04472222
11020,El Loa,-22.48722222,-68.91666667
11020,El Loa,-22.49833333,-68.90361111
11020,El Loa,-22.5,-68.90305556
11020,El Loa,-22.49833333,-68.90361111
11020,El Loa,-22.5,-68.90305556
11020,El Loa,-22.49833333,-68.90361111
11020,El Loa,-22.5,-68.90305556
11021,Crafton Island Airport,60.50277778,-147.9402778
11023,Chitral Airport,35.88611111,71.79444444
11023,Chitral Airport,35.88611111,71.8
11024,Ciudad Juarez International,31.63722222,-106.4286111
11024,Abraham Gonzalez International,31.63638889,-106.4286111
11025,Jeju International,33.50555556,126.495
11025,Jeju International,33.51222222,126.4925
11026,Clay Center Municipal,39.38722222,-97.15722222
11027,Benedum,39.29555556,-80.22944444
11027,North Central West Virginia,39.29666667,-80.22805556
11027,North Central West Virginia,39.29777778,-80.2275
11027,North Central West Virginia,39.29666667,-80.22805556
11027,North Central West Virginia,39.29777778,-80.2275
11028,Crooked Creek Airport,61.88555556,-158.1372222
11028,Crooked Creek Airport,61.86777778,-158.135
11029,Pearce Field,38.93472222,-122.6222222
11030,Jiangbei,29.71944444,106.6438889
11030,Jiangbei,29.71972222,106.6436111
11030,Jiangbei,29.725,106.6516667
11030,Jiangbei,29.71944444,106.6438889
11030,Jiangbei,29.725,106.6516667
11031,Fletcher Field,34.29972222,-90.51222222
11032,Cancun International,21.04222222,-86.87361111
11033,Carajas Airport,-6.11777778,-50.00361111
11033,Carajas Airport,-6.11777778,-50.00333333
11034,Cordova Municipal,60.5425,-145.7266667
11034,Cordova Municipal,60.54388889,-145.7266667
11034,Cordova Municipal,60.54361111,-145.7258333
11034,Cordova Municipal,60.54388889,-145.7266667
11034,Cordova Municipal,60.54361111,-145.7258333
11035,Outlaw Field,36.62083333,-87.41444444
11035,Outlaw Field,36.62194444,-87.415
11036,Chicken Airport,64.06777778,-141.9491667
11036,Chicken Airport,64.07138889,-141.9522222
11036,Chicken Airport,64.06666667,-141.9513889
11036,Chicken Airport,64.07138889,-141.9522222
11036,Chicken Airport,64.06666667,-141.9513889
11037,Conakry Airport,9.57638889,-13.61083333
11037,Conakry Airport,9.57694444,-13.61194444
11038,Comilla Airport,23.4375,91.19222222
11038,Comilla Airport,23.43611111,91.19
11038,Comilla Airport,23.43722222,91.18972222
11038,Comilla Airport,23.43611111,91.19
11038,Comilla Airport,23.43722222,91.18972222
11038,Cumilla,23.43722222,91.18972222
11039,Castlebar Airport,53.84861111,-9.28027778
11040,Clear Lake Metroport,29.55694444,-95.1375
11041,Palomar,33.12861111,-117.2797222
11041,McClellan-Palomar,33.12861111,-117.2797222
11041,McClellan-Palomar,33.12833333,-117.28
11042,Cleveland-Hopkins International,41.41083333,-81.84944444
11042,Cleveland-Hopkins International,41.40944444,-81.855
11042,Cleveland-Hopkins International,41.40944444,-81.85472222
11042,Cleveland-Hopkins International,41.40944444,-81.855
11042,Cleveland-Hopkins International,41.40944444,-81.85472222
11043,Clear Mews,64.30166667,-149.1177778
11044,Coalinga Municipal,36.16055556,-120.3594444
11044,New Coalinga Municipal,36.16222222,-120.2947222
11045,Coolah Airport,-31.775,149.6083333
11045,Coolah Airport,-31.77333333,149.6094444
11046,Clintonville Municipal,44.61305556,-88.73111111
11046,Clintonville Municipal,44.61333333,-88.73083333
11046,Clintonville Municipal,44.61305556,-88.73083333
11046,Clintonville Municipal,44.61333333,-88.73083333
